row,order_number,serial_number,reason
459,4172,RSCB2M0310824110194,"Duplicate serial (same product, no update needed)"
460,4172,RSCB2M0310824110216,"Duplicate serial (same product, no update needed)"
461,4172,RSCB2M0310824110187,"Duplicate serial (same product, no update needed)"
462,4172,RSCB2M0310824110241,"Duplicate serial (same product, no update needed)"
463,4172,RSCB2M0310824110202,"Duplicate serial (same product, no update needed)"
464,4172,SYS1191161C3379,"Duplicate serial (same product, no update needed)"
465,4173,MS2411192C5273,"Duplicate serial (same product, no update needed)"
466,4173,(empty),Empty serial_number
467,4173,MS2411192C5114,"Duplicate serial (same product, no update needed)"
468,4173,MS2411192C5156,"Duplicate serial (same product, no update needed)"
469,4173,MS2411192C4870,"Duplicate serial (same product, no update needed)"
470,4173,MS2411192C5269,"Duplicate serial (same product, no update needed)"
471,4173,MS2411192C5122,"Duplicate serial (same product, no update needed)"
472,4173,SYS1191161C2058,"Duplicate serial (same product, no update needed)"
473,4174,MS2412181C2771,"Duplicate serial (same product, no update needed)"
474,4174,(empty),Empty serial_number
475,4174,MS2412191B0216,"Duplicate serial (same product, no update needed)"
476,4174,(empty),Empty serial_number
477,4174,MS2412191B0336,"Duplicate serial (same product, no update needed)"
478,4174,(empty),Empty serial_number
479,4174,MS2412171B3556,"Duplicate serial (same product, no update needed)"
480,4174,(empty),Empty serial_number
481,4174,MS2412171B3372,"Duplicate serial (same product, no update needed)"
482,4174,(empty),Empty serial_number
483,4174,MS2412181C2352,"Duplicate serial (same product, no update needed)"
484,4174,SYS11911HK68VV,"Duplicate serial (same product, no update needed)"
485,4175,AS2412252A0640,"Duplicate serial (same product, no update needed)"
486,4175,(empty),Empty serial_number
487,4175,AS2412252A0615,"Duplicate serial (same product, no update needed)"
488,4175,(empty),Empty serial_number
489,4175,AS2412252A0652,"Duplicate serial (same product, no update needed)"
490,4175,(empty),Empty serial_number
491,4175,AS2412252A1364,"Duplicate serial (same product, no update needed)"
492,4175,(empty),Empty serial_number
493,4175,AS2412252A0639,"Duplicate serial (same product, no update needed)"
494,4175,(empty),Empty serial_number
495,4175,AS2412252A0380,"Duplicate serial (same product, no update needed)"
496,4175,(empty),Empty serial_number
497,4175,AS2412252A0575,"Duplicate serial (same product, no update needed)"
498,4175,SYS1191161C3037,"Duplicate serial (same product, no update needed)"
507,4176,SYS11911JK63TN,"Duplicate serial (same product, no update needed)"
508,4177,RSBB2M0280125010715,"Duplicate serial (same product, no update needed)"
509,4177,RSBB2M0280125010641,"Duplicate serial (same product, no update needed)"
510,4177,RSBB2M0280125010639,"Duplicate serial (same product, no update needed)"
511,4177,RSBB2M0280125010686,"Duplicate serial (same product, no update needed)"
512,4177,RSBB2M0280125010573,"Duplicate serial (same product, no update needed)"
513,4177,RSBB2M0280125010714,"Duplicate serial (same product, no update needed)"
514,4177,SYS1191161B9743,"Duplicate serial (same product, no update needed)"
515,4179,(empty),Empty serial_number
516,4179,(empty),Empty serial_number
517,4179,(empty),Empty serial_number
518,4179,(empty),Empty serial_number
519,4179,(empty),Empty serial_number
520,4179,(empty),Empty serial_number
521,4179,MS2502052A0118,"Duplicate serial (same product, no update needed)"
522,4179,MS2502052A0092,"Duplicate serial (same product, no update needed)"
523,4179,MS2502042C1109,"Duplicate serial (same product, no update needed)"
524,4179,MS2502052A0133,"Duplicate serial (same product, no update needed)"
525,4179,MS2502042C1130,"Duplicate serial (same product, no update needed)"
526,4179,MS2502052A0152,"Duplicate serial (same product, no update needed)"
527,4179,SYS1191161B8050,"Duplicate serial (same product, no update needed)"
528,4181,AS2503222C1493,"Duplicate serial (same product, no update needed)"
529,4181,AS2503222C0756,"Duplicate serial (same product, no update needed)"
530,4181,AS2503232C1664,"Duplicate serial (same product, no update needed)"
531,4181,AS2503222C0555,"Duplicate serial (same product, no update needed)"
532,4181,AS2503222C1441,"Duplicate serial (same product, no update needed)"
533,4181,AS2503222C0257,"Duplicate serial (same product, no update needed)"
534,4181,AS2503232C3859,"Duplicate serial (same product, no update needed)"
535,4181,SYS1191161A5563,"Duplicate serial (same product, no update needed)"
542,4188,A0VS332048EB233,"Duplicate serial (same product, no update needed)"
543,4189,AS2412252A0903,"Duplicate serial (same product, no update needed)"
544,4189,AS2412252A0417,"Duplicate serial (same product, no update needed)"
545,4189,AS2412252A0328,"Duplicate serial (same product, no update needed)"
546,4189,AS2412252A0949,"Duplicate serial (same product, no update needed)"
547,4189,AS2412252A0922,"Duplicate serial (same product, no update needed)"
548,4189,AS2412162B5349,"Duplicate serial (same product, no update needed)"
549,4189,SYS119116194939,"Duplicate serial (same product, no update needed)"
550,4190,MS2412181C1372,"Duplicate serial (same product, no update needed)"
551,4190,MS2412191B0204,"Duplicate serial (same product, no update needed)"
552,4190,MS2412181C5341,"Duplicate serial (same product, no update needed)"
553,4190,MS2412181C5439,"Duplicate serial (same product, no update needed)"
554,4190,MS2412181C5433,"Duplicate serial (same product, no update needed)"
555,4190,MS2412181C5413,"Duplicate serial (same product, no update needed)"
556,4190,SYS119116195882,"Duplicate serial (same product, no update needed)"
557,4192,MS2411241C1769,"Duplicate serial (same product, no update needed)"
558,4192,(empty),Empty serial_number
559,4192,MS2411192C4868,"Duplicate serial (same product, no update needed)"
560,4192,(empty),Empty serial_number
561,4192,MS2411241C3198,"Duplicate serial (same product, no update needed)"
562,4192,(empty),Empty serial_number
563,4192,MS2411241C1925,"Duplicate serial (same product, no update needed)"
564,4192,(empty),Empty serial_number
565,4192,MS2411241C1771,"Duplicate serial (same product, no update needed)"
566,4192,(empty),Empty serial_number
567,4192,MS2411241C0362,"Duplicate serial (same product, no update needed)"
568,4192,SYS1191161C6818,"Duplicate serial (same product, no update needed)"
569,4194,RSCB1M0281024099515,"Duplicate serial (same product, no update needed)"
570,4194,RSCB1M0301024101005,"Duplicate serial (same product, no update needed)"
571,4194,RSCB1M0301024101014,"Duplicate serial (same product, no update needed)"
572,4194,RSCB1M0301024100970,"Duplicate serial (same product, no update needed)"
573,4194,RSCB1M0301024101051,"Duplicate serial (same product, no update needed)"
574,4194,RSCB1M0301024101079,"Duplicate serial (same product, no update needed)"
575,4194,SYS1191161D0556,"Duplicate serial (same product, no update needed)"
576,4195,AS2412032C3186,"Duplicate serial (same product, no update needed)"
577,4195,(empty),Empty serial_number
578,4195,AS2412032C5459,"Duplicate serial (same product, no update needed)"
579,4195,(empty),Empty serial_number
580,4195,AS2412032C5488,"Duplicate serial (same product, no update needed)"
581,4195,(empty),Empty serial_number
582,4195,AS2412032C5479,"Duplicate serial (same product, no update needed)"
583,4195,(empty),Empty serial_number
584,4195,AS2412032C5261,"Duplicate serial (same product, no update needed)"
585,4195,(empty),Empty serial_number
586,4195,AS2412032C5423,"Duplicate serial (same product, no update needed)"
587,4195,SYS1191161C6014,"Duplicate serial (same product, no update needed)"
588,4196,01513.12505G05-00052,"Duplicate serial (same product, no update needed)"
589,4197,RSCB2M0310824109081,"Duplicate serial (same product, no update needed)"
590,4197,RSCB2M0310824110088,"Duplicate serial (same product, no update needed)"
591,4197,RSCB2M0310824109074,"Duplicate serial (same product, no update needed)"
592,4197,RSCB2M0310824110155,"Duplicate serial (same product, no update needed)"
593,4197,RSCB2M0310824110153,"Duplicate serial (same product, no update needed)"
594,4197,RSCB2M0310824109115,"Duplicate serial (same product, no update needed)"
595,4197,SYS11911HK65UH,"Duplicate serial (same product, no update needed)"
596,4199,AS2412162B5288,"Duplicate serial (same product, no update needed)"
597,4199,(empty),Empty serial_number
598,4199,AS2412172B2416,"Duplicate serial (same product, no update needed)"
599,4199,AS2412172B2068,"Duplicate serial (same product, no update needed)"
600,4199,AS2412162B0274,"Duplicate serial (same product, no update needed)"
601,4199,AS2412162B0244,"Duplicate serial (same product, no update needed)"
602,4199,AS2412162B5291,"Duplicate serial (same product, no update needed)"
603,4199,SYS119116193132,"Duplicate serial (same product, no update needed)"
604,4200,01513.12505G05-00049,"Duplicate serial (same product, no update needed)"
605,4201,AS2412032C1461,"Duplicate serial (same product, no update needed)"
606,4201,(empty),Empty serial_number
607,4201,AS2412032C3283,"Duplicate serial (same product, no update needed)"
608,4201,AS2412032C3409,"Duplicate serial (same product, no update needed)"
609,4201,AS2412032C5549,"Duplicate serial (same product, no update needed)"
610,4201,AS2412032C1469,"Duplicate serial (same product, no update needed)"
611,4201,AS2412032C3250,"Duplicate serial (same product, no update needed)"
612,4201,SYS1191161A7859,"Duplicate serial (same product, no update needed)"
613,4203,AS2407262B0771,"Duplicate serial (same product, no update needed)"
614,4203,AS2407252B0578,"Duplicate serial (same product, no update needed)"
615,4203,AS2407252B0322,"Duplicate serial (same product, no update needed)"
616,4203,AS2407252B0356,"Duplicate serial (same product, no update needed)"
617,4203,AS2407252B0679,"Duplicate serial (same product, no update needed)"
618,4203,AS2407262B1504,"Duplicate serial (same product, no update needed)"
619,4203,SYS1191161B0057,"Duplicate serial (same product, no update needed)"
620,4204,01513.12505G05-00007,"Duplicate serial (same product, no update needed)"
621,4205,SN:24112402C9,"Duplicate serial (same product, no update needed)"
622,4206,MS2502042C1091,"Duplicate serial (same product, no update needed)"
623,4206,(empty),Empty serial_number
624,4206,MS2502052A0048,"Duplicate serial (same product, no update needed)"
625,4206,MS2502042C1019,"Duplicate serial (same product, no update needed)"
626,4206,MS2502042C1083,"Duplicate serial (same product, no update needed)"
627,4206,MS2502052A0181,"Duplicate serial (same product, no update needed)"
628,4206,MS2502042C1138,"Duplicate serial (same product, no update needed)"
629,4206,SYS1191161B9600,"Duplicate serial (same product, no update needed)"
630,4207,MS250311C3677,"Duplicate serial (same product, no update needed)"
631,4207,MS250311C3684,"Duplicate serial (same product, no update needed)"
632,4207,MS250311C3681,"Duplicate serial (same product, no update needed)"
633,4207,MS250311C3763,"Duplicate serial (same product, no update needed)"
634,4207,MS250311C3756,"Duplicate serial (same product, no update needed)"
635,4207,MS250311C3729,"Duplicate serial (same product, no update needed)"
636,4207,KSY0C24HK08782,"Duplicate serial (same product, no update needed)"
637,4209,AS2407262B1290,"Duplicate serial (same product, no update needed)"
638,4209,AS2407262B1550,"Duplicate serial (same product, no update needed)"
639,4209,AS2407262B1272,"Duplicate serial (same product, no update needed)"
640,4209,AS2407262B1304,"Duplicate serial (same product, no update needed)"
641,4209,AS2407262B1334,"Duplicate serial (same product, no update needed)"
642,4209,AS2407262B1566,"Duplicate serial (same product, no update needed)"
643,4209,SYS1191161A6770,"Duplicate serial (same product, no update needed)"
644,4210,AS2412172B1942,"Duplicate serial (same product, no update needed)"
645,4210,AS2412162B0144,"Duplicate serial (same product, no update needed)"
646,4210,AS2412172B2010,"Duplicate serial (same product, no update needed)"
647,4210,AS2412172B2638,"Duplicate serial (same product, no update needed)"
648,4210,AS2412162B0304,"Duplicate serial (same product, no update needed)"
649,4210,AS2412172B1977,"Duplicate serial (same product, no update needed)"
650,4210,SYS119116195876,"Duplicate serial (same product, no update needed)"
